order_id,order_date,customer_id,state,category,sub_category,product_id,price_per_unit,quantity,sale,seller_id
5380,2023-08-24,CS134,Odisha,Technology,Phones,P81,36.19,3,108.58,7
5381,2023-03-03,CS133,Rajasthan,Office Supplies,Binders,P773,1.46,9,13.14,8
5382,2020-11-01,CS106,Goa,Office Supplies,Binders,P1664,2.51,4,10.02,1
5383,2022-02-02,CS119,Manipur,Furniture,Bookcases,P1094,78.19,2,156.37,5
5384,2020-05-26,CS152,Tamil Nadu,Office Supplies,Binders,P763,2.3,8,18.43,9
5385,2023-01-25,CS132,Arunachal Pradesh,Office Supplies,Paper,P1593,9.23,7,64.62,2
5386,2021-01-06,CS139,Assam,Technology,Accessories,P678,31.99,3,95.98,6
5387,2022-01-12,CS195,Madhya Pradesh,Office Supplies,Binders,P567,0.6,3,1.79,7
5388,2021-07-10,CS236,Odisha,Office Supplies,Supplies,P140,9.31,3,27.93,4
5389,2020-05-10,CS191,Madhya Pradesh,Technology,Phones,P1740,5.5,4,22,10
5390,2023-03-05,CS151,Karnataka,Furniture,Tables,P594,60.48,4,241.92,10
5391,2024-01-17,CS113,West Bengal,Furniture,Bookcases,P1615,40.97,4,163.88,9
5392,2023-05-07,CS135,Meghalaya,Office Supplies,Binders,P247,1.75,2,3.49,9
5393,2024-01-28,CS127,Tripura,Office Supplies,Fasteners,P829,1.51,7,10.58,7
5394,2021-01-03,CS207,West Bengal,Technology,Phones,P87,96.97,3,290.9,3
5395,2024-02-13,CS119,West Bengal,Office Supplies,Storage,P866,27.11,2,54.22,6
5396,2021-09-23,CS143,Himachal Pradesh,Furniture,Chairs,P630,196.69,4,786.74,4
5397,2020-06-30,CS130,Odisha,Office Supplies,Labels,P38,10.02,10,100.24,7
5398,2022-10-05,CS220,Assam,Office Supplies,Binders,P638,6.29,6,37.76,7
5399,2021-11-21,CS220,Punjab,Furniture,Furnishings,P1201,11.76,4,47.04,5
5400,2022-10-12,CS111,Nagaland,Technology,Phones,P1211,67.99,5,339.96,5
5401,2021-04-11,CS196,Andhra Pradesh,Office Supplies,Storage,P1677,11.99,2,23.97,8
5402,2021-08-06,CS146,Uttar Pradesh,Technology,Accessories,P1207,6.79,1,6.79,3
5403,2021-05-20,CS137,Andhra Pradesh,Office Supplies,Paper,P573,12.28,2,24.56,6
5404,2020-11-15,CS160,Haryana,Office Supplies,Binders,P596,3.05,1,3.05,6
5405,2023-03-30,CS214,Arunachal Pradesh,Office Supplies,Paper,P573,12.28,4,49.12,3
5406,2022-02-19,CS177,Bihar,Office Supplies,Binders,P502,1088.79,4,4355.17,2
5407,2020-08-18,CS220,Meghalaya,Office Supplies,Envelopes,P945,10.94,2,21.88,10
5408,2022-09-26,CS212,Bihar,Office Supplies,Paper,P1700,5.08,6,30.48,3
5409,2023-05-04,CS155,Telangana,Technology,Phones,P1605,12,2,23.99,9
5410,2020-11-05,CS219,West Bengal,Office Supplies,Fasteners,P79,2.38,7,16.69,7
5411,2020-02-06,CS214,Madhya Pradesh,Technology,Accessories,P78,78.15,6,468.9,9
5412,2020-11-16,CS205,Odisha,Technology,Accessories,P307,36.24,2,72.48,7
5413,2020-01-20,CS111,Tripura,Office Supplies,Supplies,P818,3.65,3,10.95,4
5414,2021-11-26,CS153,Jharkhand,Furniture,Furnishings,P15,63.94,3,191.82,4
5415,2021-05-16,CS121,Telangana,Office Supplies,Binders,P97,4.82,5,24.1,9
5416,2020-05-21,CS105,Assam,Technology,Phones,P1639,8.78,1,8.78,7
5417,2020-07-10,CS210,Karnataka,Office Supplies,Appliances,P1551,94.19,4,376.74,3
5418,2020-05-02,CS150,Tripura,Office Supplies,Binders,P117,7.38,4,29.52,3
5419,2022-06-13,CS119,Telangana,Office Supplies,Art,P589,5.98,2,11.96,10
5420,2021-05-18,CS218,Odisha,Office Supplies,Binders,P516,5.28,5,26.4,3
5421,2021-08-23,CS112,Tamil Nadu,Office Supplies,Envelopes,P682,12.78,1,12.78,3
5422,2023-03-12,CS131,Nagaland,Office Supplies,Art,P1008,37.74,2,75.48,6
5423,2021-12-27,CS196,Meghalaya,Furniture,Furnishings,P764,19.99,2,39.98,3
5424,2022-01-27,CS237,Maharashtra,Office Supplies,Fasteners,P711,1.81,1,1.81,6
5425,2021-07-12,CS115,Tamil Nadu,Office Supplies,Binders,P334,4.13,2,8.26,7
5426,2020-12-19,CS232,Uttar Pradesh,Office Supplies,Storage,P272,15.51,3,46.53,2
5427,2024-01-27,CS233,Manipur,Office Supplies,Labels,P646,5.85,5,29.24,1
5428,2022-05-05,CS122,Uttarakhand,Office Supplies,Storage,P1126,17.59,2,35.17,9
5429,2022-04-11,CS216,Uttar Pradesh,Technology,Machines,P1742,454.3,3,1362.9,7
5430,2023-05-19,CS116,Haryana,Furniture,Furnishings,P889,42.14,2,84.27,8
5431,2022-03-10,CS195,West Bengal,Office Supplies,Binders,P1481,3.27,7,22.91,9
5432,2022-11-05,CS163,Rajasthan,Office Supplies,Appliances,P1743,34.38,9,309.46,1
5433,2022-10-19,CS193,Tamil Nadu,Office Supplies,Art,P119,4.87,4,19.46,7
5434,2021-01-19,CS136,Gujarat,Furniture,Tables,P990,157.51,3,472.52,3
5435,2023-05-14,CS145,Andhra Pradesh,Technology,Accessories,P1209,337.56,3,1012.68,4
5436,2021-09-04,CS133,Rajasthan,Office Supplies,Binders,P1468,3.44,5,17.22,5
5437,2023-03-25,CS185,Rajasthan,Technology,Copiers,P938,499.99,2,999.98,8
5438,2020-03-05,CS197,Uttar Pradesh,Office Supplies,Binders,P1130,1.08,8,8.61,1
5439,2021-08-09,CS152,Assam,Technology,Accessories,P1617,31.91,5,159.56,10
5440,2021-11-08,CS106,Sikkim,Furniture,Chairs,P1323,71.99,3,215.98,4
5441,2021-11-30,CS120,Andhra Pradesh,Office Supplies,Envelopes,P612,21.98,3,65.94,4
5442,2023-05-04,CS195,Arunachal Pradesh,Furniture,Furnishings,P59,10.52,9,94.68,9
5443,2021-12-25,CS210,Tamil Nadu,Office Supplies,Storage,P111,7.89,3,23.67,10
5444,2022-12-30,CS218,Sikkim,Technology,Phones,P687,272.79,4,1091.17,6
5445,2023-05-07,CS135,Punjab,Office Supplies,Art,P348,2.67,7,18.69,2
5446,2022-07-14,CS189,Punjab,Furniture,Tables,P445,189.58,3,568.73,2
5447,2022-09-02,CS155,Uttarakhand,Office Supplies,Binders,P530,7.31,1,7.31,8
5448,2020-04-27,CS130,Jharkhand,Office Supplies,Binders,P1392,228.29,5,1141.47,9
5449,2022-12-04,CS201,Gujarat,Technology,Phones,P1380,93.59,3,280.78,6
5450,2022-01-11,CS177,Gujarat,Furniture,Furnishings,P1331,27.98,3,83.95,4
5451,2022-03-11,CS132,West Bengal,Office Supplies,Binders,P1246,2.94,3,8.81,6
5452,2022-10-03,CS234,Karnataka,Office Supplies,Paper,P1589,6.88,7,48.16,8
5453,2021-09-13,CS234,Nagaland,Office Supplies,Storage,P200,10.9,5,54.5,2
5454,2022-07-10,CS183,Rajasthan,Office Supplies,Binders,P1481,10.91,8,87.28,3
5455,2021-10-09,CS150,Himachal Pradesh,Furniture,Bookcases,P1094,114.98,3,344.94,9
5456,2023-09-10,CS132,Goa,Furniture,Furnishings,P978,7.38,2,14.76,4
5457,2021-04-29,CS125,Jharkhand,Office Supplies,Binders,P1089,6.38,2,12.76,1
5458,2023-02-10,CS137,Punjab,Office Supplies,Labels,P1324,7.31,8,58.48,1
5459,2020-03-31,CS182,Odisha,Furniture,Bookcases,P1744,49.69,4,198.74,1
5460,2021-04-03,CS168,Uttarakhand,Office Supplies,Paper,P862,5.16,6,30.96,8
5461,2022-05-18,CS106,Punjab,Office Supplies,Art,P719,3.91,1,3.91,3
5462,2020-09-25,CS121,Punjab,Office Supplies,Art,P152,20.79,3,62.38,8
5463,2023-07-31,CS115,Uttar Pradesh,Furniture,Furnishings,P1467,63.94,1,63.94,2
5464,2023-10-23,CS225,Telangana,Office Supplies,Binders,P959,12.12,5,60.6,4
5465,2023-08-27,CS200,Tamil Nadu,Office Supplies,Supplies,P1745,5.68,4,22.72,1
5466,2021-11-05,CS236,Andhra Pradesh,Office Supplies,Paper,P977,4.06,3,12.19,6
5467,2024-01-29,CS119,Sikkim,Office Supplies,Appliances,P1218,43.59,2,87.17,4
5468,2020-11-12,CS191,Punjab,Office Supplies,Art,P312,15.87,2,31.74,6
5469,2020-05-21,CS188,Uttar Pradesh,Furniture,Furnishings,P1232,14.2,3,42.6,5
5470,2024-02-14,CS133,Gujarat,Office Supplies,Binders,P1136,18.99,6,113.94,3
5471,2023-03-02,CS148,Gujarat,Office Supplies,Storage,P100,32.48,4,129.92,5
5472,2022-09-27,CS200,Madhya Pradesh,Office Supplies,Art,P511,1.76,3,5.28,1
5473,2021-07-29,CS135,Arunachal Pradesh,Office Supplies,Storage,P169,178.47,3,535.41,6
5474,2020-10-01,CS164,Rajasthan,Office Supplies,Envelopes,P22,8.28,2,16.56,9
5475,2022-08-24,CS137,Gujarat,Technology,Accessories,P379,55.99,5,279.95,8
5476,2020-07-02,CS169,Karnataka,Office Supplies,Paper,P1438,47.9,5,239.5,5
5477,2023-12-04,CS219,Assam,Furniture,Furnishings,P1746,8.09,3,24.27,4
5478,2020-06-19,CS105,Madhya Pradesh,Technology,Copiers,P1253,559.99,5,2799.96,3
5479,2023-04-25,CS198,Rajasthan,Furniture,Furnishings,P1413,41.4,2,82.8,8
5480,2022-05-23,CS148,Madhya Pradesh,Furniture,Furnishings,P463,12.22,1,12.22,3
5481,2022-06-28,CS212,Haryana,Office Supplies,Storage,P1567,64.98,3,194.94,1
5482,2023-08-10,CS184,Nagaland,Office Supplies,Storage,P618,23.65,3,70.95,7
5483,2023-05-03,CS173,Karnataka,Office Supplies,Paper,P1138,22.84,4,91.36,4
5484,2022-06-15,CS133,Bihar,Furniture,Chairs,P592,80.98,3,242.94,6
5485,2023-05-22,CS190,Meghalaya,Office Supplies,Labels,P1091,3.15,7,22.05,1
5486,2023-03-25,CS185,Madhya Pradesh,Technology,Phones,P447,92.8,3,278.4,7
5487,2024-02-05,CS187,Himachal Pradesh,Office Supplies,Art,P1342,35.98,3,107.94,1
5488,2020-03-16,CS124,Karnataka,Furniture,Chairs,P479,49.69,7,347.8,5
5489,2021-07-02,CS142,Tamil Nadu,Technology,Accessories,P1066,14.5,8,116,2
5490,2022-04-02,CS188,Andhra Pradesh,Office Supplies,Binders,P213,1.91,5,9.56,7
5491,2023-03-12,CS106,West Bengal,Office Supplies,Envelopes,P22,7.82,3,23.47,2
5492,2023-07-16,CS182,Chhattisgarh,Office Supplies,Binders,P210,12.29,7,86.06,1
5493,2020-04-03,CS233,Jharkhand,Technology,Phones,P419,54.39,2,108.78,5
5494,2022-05-20,CS230,Haryana,Office Supplies,Paper,P128,3.42,3,10.27,4
5495,2021-04-30,CS130,Maharashtra,Office Supplies,Appliances,P1551,20.93,3,62.79,4
5496,2022-09-08,CS115,Kerala,Office Supplies,Fasteners,P962,3.16,9,28.44,3
5497,2020-11-30,CS187,West Bengal,Office Supplies,Paper,P1747,48.04,2,96.08,6
5498,2021-12-10,CS204,Andhra Pradesh,Office Supplies,Binders,P773,5.84,2,11.68,1
5499,2024-02-11,CS162,Mizoram,Office Supplies,Fasteners,P591,2.18,2,4.36,3
5500,2020-01-12,CS192,Rajasthan,Office Supplies,Paper,P1383,5.18,5,25.92,4
5501,2023-03-28,CS145,Assam,Office Supplies,Fasteners,P79,1.98,8,15.81,10
5502,2023-04-16,CS136,Manipur,Office Supplies,Paper,P1595,5.19,2,10.37,5
5503,2022-10-20,CS184,Himachal Pradesh,Office Supplies,Paper,P1087,48.04,4,192.16,8
5504,2020-07-15,CS234,Rajasthan,Office Supplies,Storage,P946,31.15,3,93.46,1
5505,2023-12-08,CS132,Goa,Office Supplies,Labels,P1434,12.53,2,25.06,9
5506,2022-12-23,CS113,Himachal Pradesh,Furniture,Tables,P474,550.98,3,1652.94,10
5507,2022-01-24,CS177,Madhya Pradesh,Office Supplies,Paper,P1516,4.63,2,9.25,7
5508,2023-12-13,CS188,Uttarakhand,Office Supplies,Binders,P1172,4.48,2,8.95,1
5509,2023-05-26,CS228,Tamil Nadu,Office Supplies,Binders,P1059,1.48,6,8.86,5
5510,2020-01-29,CS208,Himachal Pradesh,Furniture,Chairs,P143,42.63,2,85.25,4
5511,2022-03-07,CS140,Nagaland,Furniture,Furnishings,P838,7.07,3,21.2,4
5512,2023-05-01,CS103,Punjab,Furniture,Furnishings,P1746,6.47,9,58.25,8
5513,2023-06-26,CS215,Uttarakhand,Furniture,Chairs,P1748,35.63,2,71.25,10
5514,2022-07-02,CS122,Mizoram,Office Supplies,Art,P659,2.62,3,7.87,1
5515,2021-11-23,CS106,Tamil Nadu,Furniture,Chairs,P1334,295.76,3,887.27,1
5516,2022-03-02,CS196,Sikkim,Technology,Phones,P384,10.9,4,43.6,7
5517,2021-02-12,CS104,Uttar Pradesh,Office Supplies,Appliances,P858,12.98,6,77.88,7
5518,2022-05-13,CS150,Tripura,Technology,Accessories,P1594,15.93,2,31.86,5
5519,2022-05-31,CS164,Rajasthan,Furniture,Bookcases,P1249,240.78,3,722.35,3
5520,2023-10-09,CS101,West Bengal,Office Supplies,Envelopes,P1495,31.98,3,95.95,8
5521,2021-11-15,CS164,Kerala,Office Supplies,Binders,P106,1.6,2,3.2,7
5522,2023-05-03,CS198,Chhattisgarh,Office Supplies,Storage,P1370,10.78,1,10.78,10
5523,2024-01-01,CS146,Arunachal Pradesh,Office Supplies,Paper,P801,10.48,4,41.92,7
5524,2022-12-18,CS209,Assam,Technology,Phones,P1749,164.79,2,329.58,5
5525,2023-09-24,CS222,Andhra Pradesh,Office Supplies,Storage,P1677,11.98,3,35.95,7
5526,2020-05-06,CS173,Arunachal Pradesh,Furniture,Bookcases,P1484,599.07,4,2396.27,1
5527,2023-08-08,CS189,Rajasthan,Office Supplies,Storage,P148,32.79,4,131.14,3
5528,2024-01-16,CS150,Maharashtra,Technology,Accessories,P531,28.79,2,57.58,5
5529,2020-08-30,CS157,Kerala,Office Supplies,Binders,P740,16.51,2,33.02,2
5530,2021-08-25,CS172,Chhattisgarh,Office Supplies,Binders,P703,16.79,4,67.14,1
5531,2021-12-15,CS188,Karnataka,Furniture,Bookcases,P1590,57.98,3,173.94,9
5532,2023-11-03,CS179,Punjab,Office Supplies,Labels,P1093,3.69,4,14.76,5
5533,2023-04-21,CS224,Punjab,Furniture,Furnishings,P838,7.07,2,14.14,3
5534,2022-02-19,CS133,Chhattisgarh,Furniture,Tables,P749,200.49,3,601.47,8
5535,2023-06-17,CS214,Haryana,Office Supplies,Appliances,P1336,207.48,1,207.48,9
5536,2021-03-23,CS214,Karnataka,Office Supplies,Art,P488,35.19,2,70.37,10
5537,2021-05-17,CS200,West Bengal,Technology,Phones,P1457,11.99,5,59.96,9
5538,2021-01-09,CS187,Arunachal Pradesh,Technology,Accessories,P787,8.79,4,35.17,9
5539,2023-08-27,CS236,Nagaland,Office Supplies,Paper,P1416,21.57,3,64.7,1
5540,2023-08-17,CS213,Odisha,Furniture,Tables,P954,146.04,1,146.04,4
5541,2023-02-13,CS123,Maharashtra,Furniture,Furnishings,P563,43.13,1,43.13,7
5542,2022-08-31,CS166,Tamil Nadu,Office Supplies,Paper,P1288,4.41,7,30.87,9
5543,2023-09-21,CS163,Meghalaya,Office Supplies,Art,P223,7.44,2,14.88,8
5544,2021-11-08,CS151,Andhra Pradesh,Office Supplies,Paper,P830,4.28,8,34.24,9
5545,2023-08-11,CS140,Odisha,Office Supplies,Storage,P1575,130.87,2,261.74,6
5546,2021-06-26,CS106,Karnataka,Office Supplies,Binders,P998,7.31,2,14.62,9
5547,2021-12-09,CS209,Chhattisgarh,Office Supplies,Binders,P99,13.84,4,55.36,1
5548,2020-01-15,CS197,Madhya Pradesh,Furniture,Furnishings,P1279,3.75,4,15.01,8
5549,2021-03-28,CS142,Meghalaya,Office Supplies,Storage,P1750,29.74,2,59.48,8
5550,2021-09-26,CS205,Andhra Pradesh,Office Supplies,Paper,P1090,6.69,1,6.69,7
5551,2020-02-10,CS133,Punjab,Office Supplies,Art,P1399,22.52,3,67.56,9
5552,2021-01-29,CS132,Uttar Pradesh,Furniture,Tables,P279,60.19,5,300.93,6
5553,2022-04-25,CS145,Uttarakhand,Technology,Phones,P571,143.99,5,719.96,4
5554,2021-11-08,CS110,Uttar Pradesh,Technology,Phones,P447,74.24,7,519.68,6
5555,2023-02-15,CS210,Sikkim,Office Supplies,Labels,P1166,3.69,2,7.38,6
5556,2021-03-15,CS225,Sikkim,Office Supplies,Binders,P57,4.75,3,14.26,9
5557,2023-09-23,CS221,Andhra Pradesh,Office Supplies,Paper,P291,40.99,2,81.98,8
5558,2020-03-06,CS206,Sikkim,Office Supplies,Binders,P1387,13.21,3,39.62,3
5559,2022-08-26,CS104,Nagaland,Office Supplies,Binders,P1644,138.39,2,276.78,5
5560,2023-10-14,CS233,Uttar Pradesh,Office Supplies,Paper,P606,7.61,1,7.61,2
5561,2020-06-23,CS143,Punjab,Technology,Accessories,P1045,257.49,13,3347.37,9
5562,2022-08-19,CS180,Andhra Pradesh,Office Supplies,Paper,P75,4.23,2,8.45,8
5563,2023-06-03,CS184,Manipur,Technology,Phones,P198,80.99,9,728.95,6
5564,2023-02-19,CS230,Telangana,Office Supplies,Binders,P462,7.48,3,22.43,9
5565,2021-11-25,CS235,Manipur,Office Supplies,Storage,P164,7.5,5,37.52,8
5566,2021-04-06,CS161,Haryana,Technology,Copiers,P1309,199.99,8,1599.92,5
5567,2020-06-06,CS120,Tamil Nadu,Office Supplies,Envelopes,P1658,11.09,1,11.09,7
5568,2021-04-15,CS235,Tamil Nadu,Office Supplies,Storage,P1021,110.98,3,332.94,9
5569,2022-05-23,CS133,Jharkhand,Office Supplies,Binders,P462,19.94,2,39.87,10
5570,2021-02-03,CS197,Uttar Pradesh,Technology,Phones,P420,44.95,5,224.75,1
5571,2021-04-01,CS212,Maharashtra,Office Supplies,Labels,P229,3,2,6,9
5572,2023-06-22,CS125,Goa,Office Supplies,Binders,P741,0.64,3,1.91,7
5573,2020-02-17,CS219,Himachal Pradesh,Office Supplies,Art,P1559,1.46,2,2.91,2
5574,2023-07-06,CS157,Rajasthan,Office Supplies,Paper,P724,5.19,4,20.74,4
5575,2020-02-27,CS106,Assam,Office Supplies,Paper,P690,4.79,2,9.57,3
5576,2022-09-23,CS118,Uttar Pradesh,Office Supplies,Envelopes,P324,49.79,2,99.57,8
5577,2023-04-06,CS125,Nagaland,Furniture,Furnishings,P284,3.79,4,15.14,2
5578,2022-11-22,CS136,Manipur,Furniture,Chairs,P1284,233.39,2,466.77,9
5579,2023-07-10,CS220,Nagaland,Furniture,Furnishings,P170,15.23,1,15.23,10
5580,2022-09-28,CS226,Andhra Pradesh,Office Supplies,Labels,P1117,2.09,3,6.26,8
5581,2021-09-22,CS183,Jharkhand,Office Supplies,Fasteners,P996,3.49,3,10.47,10
5582,2023-01-30,CS163,Jharkhand,Office Supplies,Labels,P1166,3.69,3,11.07,8
5583,2022-02-06,CS118,Mizoram,Office Supplies,Binders,P872,5.18,4,20.7,8
5584,2021-08-02,CS112,Assam,Technology,Accessories,P163,6.9,3,20.7,8
5585,2023-09-25,CS212,Odisha,Office Supplies,Fasteners,P79,3.78,3,11.34,8
5586,2023-08-14,CS101,Nagaland,Office Supplies,Storage,P1161,13.58,5,67.9,10
5587,2022-10-13,CS138,Manipur,Furniture,Chairs,P1529,264.78,4,1059.12,2
5588,2022-06-18,CS145,Telangana,Office Supplies,Paper,P1227,22.84,3,68.52,6
5589,2021-03-01,CS136,Tripura,Technology,Phones,P1121,48.98,3,146.95,4
5590,2023-01-07,CS108,Punjab,Furniture,Chairs,P242,20.79,4,83.14,4
5591,2022-01-23,CS118,Chhattisgarh,Furniture,Furnishings,P221,20.24,2,40.48,7
5592,2020-07-16,CS191,Meghalaya,Office Supplies,Storage,P1161,13.58,3,40.74,5
5593,2020-03-21,CS153,Bihar,Office Supplies,Labels,P565,2.88,5,14.4,2
5594,2023-06-29,CS205,Himachal Pradesh,Technology,Phones,P1110,29.99,5,149.95,10
5595,2021-07-28,CS173,Punjab,Office Supplies,Supplies,P1487,8.45,2,16.9,5
5596,2021-05-05,CS176,Goa,Office Supplies,Paper,P1358,5.87,3,17.61,8
5597,2023-02-19,CS154,Kerala,Office Supplies,Appliances,P428,189,2,378,8
5598,2020-02-20,CS146,Nagaland,Office Supplies,Paper,P904,5.88,3,17.64,2
5599,2020-05-10,CS111,Jharkhand,Office Supplies,Storage,P893,62.18,6,373.08,4
5600,2023-01-25,CS193,Mizoram,Furniture,Furnishings,P1751,95.46,14,1336.44,6
5601,2023-08-26,CS177,Mizoram,Technology,Phones,P1202,9.99,3,29.97,10
5602,2021-11-12,CS112,Tripura,Office Supplies,Paper,P301,6.48,4,25.92,9
5603,2022-04-01,CS169,Manipur,Technology,Phones,P1158,145.95,3,437.85,9
5604,2020-08-10,CS117,Meghalaya,Office Supplies,Binders,P244,336.79,2,673.57,10
5605,2022-08-01,CS194,Rajasthan,Office Supplies,Paper,P1752,5.34,1,5.34,8
5606,2022-02-03,CS203,Manipur,Office Supplies,Binders,P1141,420.79,2,841.57,10
5607,2020-07-08,CS237,Madhya Pradesh,Office Supplies,Paper,P1663,4.28,5,21.4,10
5608,2023-04-03,CS226,Uttarakhand,Office Supplies,Binders,P593,6.95,7,48.66,2
5609,2022-07-06,CS206,Uttar Pradesh,Office Supplies,Binders,P406,5.11,4,20.42,3
5610,2023-06-11,CS183,Uttar Pradesh,Furniture,Tables,P178,376.13,3,1128.39,7
5611,2023-11-13,CS219,Manipur,Office Supplies,Art,P761,7.08,5,35.4,9
5612,2022-07-31,CS228,Himachal Pradesh,Office Supplies,Paper,P184,6.48,2,12.96,4
5613,2024-01-20,CS200,Rajasthan,Furniture,Bookcases,P1398,136.84,2,273.67,9
5614,2022-07-28,CS152,Goa,Office Supplies,Appliances,P1278,4.37,4,17.48,7
5615,2021-04-15,CS226,Haryana,Furniture,Chairs,P95,60.89,2,121.78,6
5616,2020-12-02,CS215,Gujarat,Office Supplies,Art,P713,6.7,3,20.1,6
5617,2023-11-01,CS107,Karnataka,Technology,Phones,P528,36.79,2,73.58,7
5618,2023-07-24,CS101,Chhattisgarh,Office Supplies,Paper,P538,6.48,1,6.48,1
5619,2022-06-03,CS123,West Bengal,Technology,Machines,P1753,99,4,396,6
5620,2020-09-14,CS140,Odisha,Technology,Phones,P1158,145.95,3,437.85,5
5621,2021-10-16,CS228,Kerala,Furniture,Furnishings,P852,54.74,2,109.48,6
5622,2023-05-24,CS111,Odisha,Furniture,Chairs,P1169,56.95,2,113.89,3
5623,2020-09-17,CS180,Telangana,Technology,Phones,P1159,52.79,2,105.58,4
5624,2022-01-16,CS169,Himachal Pradesh,Office Supplies,Binders,P397,46.48,5,232.4,3
5625,2020-01-10,CS222,West Bengal,Office Supplies,Art,P471,6.68,5,33.4,5
5626,2022-11-03,CS238,Sikkim,Furniture,Furnishings,P1659,4.94,3,14.82,1
5627,2021-06-29,CS132,Kerala,Furniture,Furnishings,P15,63.94,3,191.82,1
5628,2021-07-05,CS235,Manipur,Office Supplies,Storage,P1192,59.08,5,295.4,2
5629,2023-10-10,CS213,Karnataka,Office Supplies,Labels,P361,3.08,4,12.32,3
5630,2022-03-02,CS174,Jharkhand,Office Supplies,Binders,P873,4.62,1,4.62,1
5631,2020-07-04,CS152,Himachal Pradesh,Furniture,Tables,P1349,95.86,4,383.44,8
5632,2022-10-23,CS195,Punjab,Furniture,Chairs,P1108,350.98,1,350.98,10
5633,2022-07-11,CS145,Himachal Pradesh,Office Supplies,Paper,P895,6.54,2,13.08,1
5634,2021-07-24,CS145,Manipur,Office Supplies,Storage,P1003,225.02,4,900.08,1
5635,2021-10-09,CS176,Assam,Furniture,Furnishings,P929,1.78,3,5.35,6
5636,2020-02-26,CS209,Andhra Pradesh,Furniture,Chairs,P479,49.69,2,99.37,5
5637,2020-02-13,CS126,Jharkhand,Office Supplies,Art,P1186,2.67,1,2.67,3
5638,2022-11-10,CS192,Manipur,Furniture,Chairs,P355,315.89,2,631.78,7
5639,2021-11-15,CS148,Sikkim,Furniture,Furnishings,P1634,20.24,3,60.72,8
5640,2022-06-01,CS194,Uttarakhand,Office Supplies,Labels,P86,3,1,3,2
5641,2023-03-18,CS114,Mizoram,Furniture,Chairs,P611,400.79,2,801.57,4
5642,2023-01-21,CS190,Rajasthan,Office Supplies,Paper,P291,40.99,9,368.91,8
5643,2021-10-31,CS118,Andhra Pradesh,Furniture,Chairs,P562,98.39,9,885.53,1
5644,2022-02-03,CS179,Madhya Pradesh,Technology,Phones,P861,119.99,2,239.98,10
5645,2020-08-08,CS164,Karnataka,Furniture,Chairs,P611,350.69,2,701.37,5
5646,2023-11-12,CS184,Uttarakhand,Office Supplies,Binders,P873,1.16,2,2.31,3
5647,2023-09-16,CS126,Sikkim,Office Supplies,Storage,P169,178.47,9,1606.23,5
5648,2023-02-11,CS173,Arunachal Pradesh,Office Supplies,Paper,P1244,5.68,3,17.04,2
5649,2021-09-05,CS111,Jharkhand,Office Supplies,Binders,P1387,16.51,3,49.53,2
5650,2023-03-23,CS111,Goa,Furniture,Chairs,P377,218.08,4,872.32,4
5651,2020-03-28,CS140,Uttar Pradesh,Office Supplies,Paper,P1138,22.84,7,159.88,9
5652,2020-12-26,CS233,Odisha,Office Supplies,Binders,P506,4.24,6,25.44,4
5653,2020-10-30,CS151,Nagaland,Office Supplies,Supplies,P140,9.31,3,27.93,2
5654,2020-08-12,CS171,Odisha,Office Supplies,Supplies,P425,2.52,2,5.04,1
5655,2020-12-02,CS105,Assam,Technology,Accessories,P266,49.99,5,249.95,6
5656,2021-12-17,CS202,Arunachal Pradesh,Furniture,Furnishings,P1515,8.54,3,25.63,8
5657,2022-07-20,CS143,Punjab,Office Supplies,Binders,P548,3.98,3,11.95,2
5658,2021-10-19,CS116,Mizoram,Office Supplies,Supplies,P1754,2.08,3,6.24,6
5659,2021-12-03,CS209,Sikkim,Office Supplies,Storage,P1549,34.76,2,69.52,9
5660,2021-02-09,CS238,Nagaland,Office Supplies,Binders,P707,4.47,2,8.93,8
5661,2021-02-15,CS113,Tripura,Office Supplies,Paper,P430,7.31,9,65.79,8
5662,2022-07-21,CS159,Punjab,Office Supplies,Binders,P314,135.99,2,271.98,10
5663,2021-06-25,CS173,Arunachal Pradesh,Office Supplies,Art,P1001,2.94,4,11.76,6
5664,2020-11-13,CS156,Rajasthan,Office Supplies,Paper,P427,38.76,2,77.52,2
5665,2023-07-25,CS128,Goa,Office Supplies,Binders,P418,24.32,2,48.64,8
5666,2020-09-16,CS150,West Bengal,Furniture,Furnishings,P864,8.55,2,17.09,10
5667,2021-03-14,CS126,Nagaland,Furniture,Chairs,P562,98.39,1,98.39,1
5668,2020-03-31,CS176,Goa,Office Supplies,Appliances,P448,78.65,5,393.25,3
5669,2021-10-08,CS199,Uttar Pradesh,Office Supplies,Binders,P362,16.74,5,83.7,8
5670,2022-12-22,CS226,Uttarakhand,Furniture,Bookcases,P1615,81.94,2,163.88,3
5671,2023-07-21,CS140,Nagaland,Office Supplies,Art,P1638,13.59,3,40.78,3
5672,2023-04-07,CS208,Odisha,Technology,Phones,P1755,7.99,8,63.94,9
5673,2020-11-26,CS133,Andhra Pradesh,Office Supplies,Art,P609,2.62,3,7.87,5
5674,2022-05-07,CS190,Karnataka,Office Supplies,Binders,P817,0.83,9,7.51,4
5675,2023-05-08,CS180,Haryana,Office Supplies,Labels,P1097,8.28,2,16.56,9
5676,2023-01-12,CS103,Punjab,Furniture,Furnishings,P732,6.64,2,13.28,7
